Region,State,Year,Population,Property crime rate,Violent Crime rate
South Region,Oklahoma,1992,3212000,4808.8,622.8
South Region,North Carolina,1992,6843000,5121.2,681
South Region,Mississippi,1992,2614000,3870.7,411.7
South Region,Maryland,1992,4908000,5224.5,1000.1
South Region,Louisiana,1992,4287000,5561.9,984.6
South Region,Kentucky,1992,3755000,2788.1,535.5
South Region,Georgia,1992,6751000,5672.3,733.2
South Region,Florida,1992,13488000,7151,1207.2
South Region,Delaware,1992,689000,4227.3,621.2
South Region,Arkansas,1992,2399000,4185.2,576.5
South Region,Alabama,1992,4136000,4396.4,871.7
Northeast Region,Vermont,1992,570000,3300.5,109.5
Northeast Region,Rhode Island,1992,1005000,4183.5,394.5
Northeast Region,Pennsylvania,1992,12009000,2965.7,427
Northeast Region,New York,1992,18119000,4736.3,1122.1
Northeast Region,New Jersey,1992,7789000,4438.5,625.8
Northeast Region,New Hampshire,1992,1111000,2954.8,125.7
Northeast Region,Massachusetts,1992,5998000,4223.8,779
Northeast Region,Maine,1992,1235000,3392.7,130.9
Northeast Region,Connecticut,1992,3281000,4557.6,495.3
Midwest Region,Wisconsin,1992,5007000,4043.3,275.7
Midwest Region,South Dakota,1992,711000,2804.4,194.5
Midwest Region,Ohio,1992,11016000,4139.6,525.9
Midwest Region,North Dakota,1992,636000,2820,83.3
Midwest Region,Nebraska,1992,1606000,3975.5,348.6
Midwest Region,Missouri,1992,5193000,4356.7,740.4
Midwest Region,Minnesota,1992,4480000,4252.7,338
Midwest Region,Michigan,1992,9437000,4840.5,770.1
Midwest Region,Kansas,1992,2523000,4809.1,510.8
Midwest Region,Iowa,1992,2812000,3679.2,278
Midwest Region,Indiana,1992,5662000,4178.5,508.5
Midwest Region,Illinois,1992,11631000,4788.1,977.3
West Region,Wyoming,1993,470000,3876.8,286.2
West Region,Washington,1993,5255000,5437.7,514.6
West Region,Utah,1993,1860000,4936.3,301
West Region,Oregon,1993,3032000,5262.5,503.1
West Region,New Mexico,1993,1616000,5336.4,929.7
West Region,Nevada,1993,1389000,5304.9,875.2
West Region,Montana,1993,839000,4612.5,177.5
West Region,Idaho,1993,1099000,3563.3,281.8
West Region,Hawaii,1993,1172000,6015.8,261.2
West Region,Colorado,1993,3566000,4959.5,567.3
West Region,California,1993,31211000,5379.1,1077.8
West Region,Arizona,1993,3936000,6716.7,715
West Region,Alaska,1993,599000,4807.2,760.8
South Region,West Virginia,1993,1820000,2324.2,208.4
South Region,Virginia,1993,6491000,3743.3,372.2
South Region,Texas,1993,18031000,5677,762.1
South Region,Tennessee,1993,5099000,4473.8,765.8
South Region,South Carolina,1993,3643000,4880,1023.4
South Region,Oklahoma,1993,3231000,4659.4,634.8
South Region,North Carolina,1993,6945000,4973,679.3
South Region,Mississippi,1993,2643000,3984.4,433.9
South Region,Maryland,1993,4965000,5108.7,997.8
South Region,Louisiana,1993,4295000,5784.9,1061.7
South Region,Kentucky,1993,3789000,2797,462.7
South Region,Georgia,1993,6917000,5469.8,723.1
South Region,Florida,1993,13679000,7145,1206
South Region,Delaware,1993,700000,4186.3,685.9
South Region,Arkansas,1993,2424000,4217.5,593.3
South Region,Alabama,1993,4187000,4098.4,780.4
Northeast Region,Vermont,1993,576000,3858.2,114.2
Northeast Region,Rhode Island,1993,1000000,4097.3,401.7
Northeast Region,Pennsylvania,1993,12048000,2853.9,417.5
Northeast Region,New York,1993,18197000,4477.8,1073.5
Northeast Region,New Jersey,1993,7879000,4174,626.9
Northeast Region,New Hampshire,1993,1125000,2767.2,137.8
Northeast Region,Massachusetts,1993,6012000,4089,804.9
Northeast Region,Maine,1993,1239000,3028.2,125.7
Northeast Region,Connecticut,1993,3277000,4194.2,456.2
Midwest Region,Wisconsin,1993,5038000,3789.7,264.4
Midwest Region,South Dakota,1993,715000,2749.8,208.4
Midwest Region,Ohio,1993,11091000,3981.2,504.1
Midwest Region,North Dakota,1993,635000,2738.1,82.2
Midwest Region,Nebraska,1993,1607000,3903.2,377.8
Midwest Region,Missouri,1993,5234000,4351,744.4
Midwest Region,Minnesota,1993,4517000,4059,353.9
Midwest Region,Michigan,1993,9478000,4661,791.5
Midwest Region,Kansas,1993,2531000,4478.9,496.4
Midwest Region,Iowa,1993,2814000,3521,325.5
Midwest Region,Indiana,1993,5713000,3976,489.1
Midwest Region,Illinois,1993,11697000,4658.2,959.7
West Region,Wyoming,1994,476000,4017.2,272.5
West Region,Washington,1994,5343000,5516.3,511.3
West Region,Utah,1994,1908000,4996.4,304.5
West Region,Oregon,1994,3086000,5775.8,520.6
West Region,New Mexico,1994,1654000,5298.5,889.2
West Region,Nevada,1994,1457000,5675.6,1001.9
West Region,Montana,1994,856000,4841.7,177.1
West Region,Idaho,1994,1133000,3791.2,285.8
West Region,Hawaii,1994,1179000,6418.3,262.2
West Region,Colorado,1994,3656000,4808.8,509.6
West Region,California,1994,31431000,5160.8,1013
West Region,Arizona,1994,4075000,7221.4,703.1
West Region,Alaska,1994,606000,4941.7,766.3
South Region,West Virginia,1994,1822000,2312.6,215.8
South Region,Virginia,1994,6552000,3689.9,357.7
South Region,Texas,1994,18378000,5165.9,706.5
South Region,Tennessee,1994,5175000,4371.9,747.9
South Region,South Carolina,1994,3664000,4970.4,1030.5
South Region,Oklahoma,1994,3258000,4918.7,651.5
South Region,North Carolina,1994,7070000,4970.3,655
South Region,Mississippi,1994,2669000,4343.3,493.7
South Region,Maryland,1994,5006000,5174.6,948
South Region,Louisiana,1994,4315000,5689.2,981.9
South Region,Kentucky,1994,3827000,2893.3,444
South Region,Georgia,1994,7055000,5342.7,667.7
South Region,Florida,1994,13953000,7103.2,1146.8
South Region,Delaware,1994,706000,4245.2,644.3
South Region,Arkansas,1994,2453000,4203.6,595.1
South Region,Alabama,1994,4219000,4219.4,683.7
Northeast Region,Vermont,1994,580000,3153.4,96.9
Northeast Region,Rhode Island,1994,997000,3743.5,375.5
Northeast Region,Pennsylvania,1994,12052000,2845.2,426.7
Northeast Region,New York,1994,18169000,4105,965.6
Northeast Region,New Jersey,1994,7904000,4046.8,614.2
Northeast Region,New Hampshire,1994,1137000,2624.2,116.8
Northeast Region,Massachusetts,1994,6041000,3733.4,707.6
Northeast Region,Maine,1994,1240000,3142.8,129.9
Northeast Region,Connecticut,1994,3275000,4092.5,455.5
Midwest Region,Wisconsin,1994,5082000,3673.8,270.5
Midwest Region,South Dakota,1994,721000,2874.6,227.6
Midwest Region,Ohio,1994,11102000,3975.7,485.8
Midwest Region,North Dakota,1994,638000,2654.1,81.8
Midwest Region,Nebraska,1994,1623000,4050.9,389.5
Midwest Region,Missouri,1994,5278000,4564.2,743.5
Midwest Region,Minnesota,1994,4567000,3982,359
Midwest Region,Michigan,1994,9496000,4679.1,766.1
Midwest Region,Kansas,1994,2554000,4404,443
Midwest Region,Iowa,1994,2829000,3339.5,315.1
Midwest Region,Indiana,1994,5752000,4067.7,525.1
Midwest Region,Illinois,1994,11752000,4664.9,960.9
West Region,Wyoming,1995,480000,4066,254.2
West Region,Washington,1995,5431000,5785.5,484.3
West Region,Utah,1995,1951000,5762,328.8
West Region,Oregon,1995,3141000,6041.5,522.4
West Region,New Mexico,1995,1685000,5608.8,819.2
West Region,Nevada,1995,1530000,5634.2,945.2
West Region,Montana,1995,870000,4626,171.4
West Region,Idaho,1995,1163000,4079.4,322
West Region,Hawaii,1995,1187000,6902.9,295.6
West Region,Colorado,1995,3747000,4956.1,440.2
West Region,California,1995,31589000,4865.1,966
West Region,Arizona,1995,4218000,7500.1,713.5
West Region,Alaska,1995,604000,4982.9,770.9
South Region,West Virginia,1995,1828000,2248,210.2
South Region,Virginia,1995,6618000,3627.7,361.5
South Region,Texas,1995,18724000,5020.5,663.9
South Region,Tennessee,1995,5256000,4591.2,771.5
South Region,South Carolina,1995,3673000,5081.8,981.9
South Region,Oklahoma,1995,3278000,4932.7,664.1
South Region,North Carolina,1995,7195000,4993.1,646.4
South Region,Mississippi,1995,2697000,4011.7,502.8
South Region,Maryland,1995,5042000,5307.9,986.9
South Region,Louisiana,1995,4342000,5668.6,1007.4
South Region,Kentucky,1995,3860000,2987,364.7
South Region,Georgia,1995,7201000,5346.5,657.1
South Region,Florida,1995,14166000,6630.6,1071
South Region,Delaware,1995,717000,4433.8,725
South Region,Arkansas,1995,2484000,4137.7,553.2
South Region,Alabama,1995,4253000,4215.7,632.4
Northeast Region,Vermont,1995,585000,3315.4,118.3
Northeast Region,Rhode Island,1995,990000,3876.6,368
Northeast Region,Pennsylvania,1995,12072000,2937.6,427.3
Northeast Region,New York,1995,18136000,3718.3,841.9
Northeast Region,New Jersey,1995,7945000,4103.9,599.8
Northeast Region,New Hampshire,1995,1148000,2540.9,114.5
Northeast Region,Massachusetts,1995,6074000,3654.4,687.2
Northeast Region,Maine,1995,1241000,3153.3,131.4
Northeast Region,Connecticut,1995,3275000,4097.3,405.9
Midwest Region,Wisconsin,1995,5123000,3604.6,281.1
Midwest Region,South Dakota,1995,729000,2853.1,207.5
Midwest Region,Ohio,1995,11151000,3922.7,482.5
Midwest Region,North Dakota,1995,641000,2779.6,86.7
Midwest Region,Nebraska,1995,1637000,4162.5,382
Midwest Region,Missouri,1995,5324000,4456.8,663.8
Midwest Region,Minnesota,1995,4610000,4141.2,356.1
Midwest Region,Michigan,1995,9549000,4495,687.8
Midwest Region,Kansas,1995,2565000,4466.2,420.7
Midwest Region,Iowa,1995,2842000,3747.5,354.4
Midwest Region,Indiana,1995,5803000,4106.8,524.7
Midwest Region,Illinois,1995,11830000,4459.6,996.1
West Region,Wyoming,1996,481000,4004.4,249.7
West Region,Washington,1996,5533000,5478.2,431.2
West Region,Utah,1996,2000000,5654,331.9
West Region,Oregon,1996,3204000,5533.6,463.1
West Region,New Mexico,1996,1713000,5761.7,840.6
West Region,Nevada,1996,1603000,5180.7,811.3
West Region,Montana,1996,879000,4332.7,161
West Region,Idaho,1996,1189000,3745.3,267.2
West Region,Hawaii,1996,1184000,6304,280.6
West Region,Colorado,1996,3823000,4714,404.5
West Region,California,1996,31878000,4345.1,862.7
West Region,Arizona,1996,4428000,6435.5,631.5
West Region,Alaska,1996,607000,4722.7,727.7
South Region,West Virginia,1996,1826000,2273.3,210.1
South Region,Virginia,1996,6675000,3627,341.3
South Region,Texas,1996,19128000,5064.5,644.4
South Region,Tennessee,1996,5320000,4675.4,774
South Region,South Carolina,1996,3699000,5217.2,996.9
South Region,Oklahoma,1996,3301000,5055.8,597.1
South Region,North Carolina,1996,7323000,4938.1,588.1
South Region,Mississippi,1996,2716000,4034.6,488.3
South Region,Maryland,1996,5072000,5130.7,931.2
South Region,Louisiana,1996,4351000,5909.7,929.1
South Region,Kentucky,1996,3884000,2845.8,320.5
South Region,Georgia,1996,7353000,5671,638.7
South Region,Florida,1996,14400000,6446.3,1051
South Region,Delaware,1996,725000,4226.6,668.3
South Region,Arkansas,1996,2510000,4174.9,524.3
South Region,Alabama,1996,4273000,4254.7,565.4
Northeast Region,Vermont,1996,589000,2881.7,121.2
Northeast Region,Rhode Island,1996,990000,3646.4,347.2
Northeast Region,Pennsylvania,1996,12056000,3076.1,480.3
Northeast Region,New York,1996,18185000,3405.3,727
Northeast Region,New Jersey,1996,7988000,3801.4,531.5
Northeast Region,New Hampshire,1996,1162000,2705.3,118.2
Northeast Region,Massachusetts,1996,6092000,3194.9,642.2
Northeast Region,Maine,1996,1243000,3269.2,124.9
Northeast Region,Connecticut,1996,3274000,3815.6,412
Midwest Region,Wisconsin,1996,5160000,3568.7,252.7
Midwest Region,South Dakota,1996,732000,2792.8,177.2
Midwest Region,Ohio,1996,11173000,4027,428.7
Midwest Region,North Dakota,1996,644000,2585.1,84
Midwest Region,Nebraska,1996,1652000,4001.8,434.7
Midwest Region,Missouri,1996,5359000,4493,590.9
Midwest Region,Minnesota,1996,4658000,4124.3,338.8
Midwest Region,Michigan,1996,9594000,4482.2,635.3
Midwest Region,Kansas,1996,2572000,4268,413.8
Midwest Region,Iowa,1996,2852000,3376.4,272.5
Midwest Region,Indiana,1996,5841000,3961.2,537
Midwest Region,Illinois,1996,11847000,4429.6,890.4
West Region,Wyoming,1997,480000,3925.6,255.2
West Region,Washington,1997,5610000,5485.6,440.7
West Region,Utah,1997,2059000,5661.4,334
West Region,Oregon,1997,3243000,5825.3,444.4
West Region,New Mexico,1997,1730000,6053.2,853.3
West Region,Nevada,1997,1677000,5265.8,798.7
West Region,Montana,1997,879000,4276.7,132.1
West Region,Idaho,1997,1210000,3668.4,256.8
West Region,Hawaii,1997,1187000,5745,277.9
West Region,Colorado,1997,3893000,4287.2,363.2
West Region,California,1997,32268000,4067.1,798.3
West Region,Arizona,1997,4555000,6571.3,623.7
West Region,Alaska,1997,609000,4571.4,701.1
South Region,West Virginia,1997,1816000,2250.4,218.7
South Region,Virginia,1997,6734000,3530.9,345.2
South Region,Texas,1997,19439000,4878,602.5
South Region,Tennessee,1997,5368000,4722.1,789.7
South Region,South Carolina,1997,3760000,5143.7,990.3
South Region,Oklahoma,1997,3317000,4935.1,559.5
South Region,North Carolina,1997,7425000,4884.5,607
South Region,Mississippi,1997,2731000,4161.3,469
South Region,Maryland,1997,5094000,4806.5,846.6
South Region,Louisiana,1997,4352000,5593.4,855.9
South Region,Kentucky,1997,3908000,2810.1,316.9
South Region,Georgia,1997,7486000,5185.1,606.6
South Region,Florida,1997,14654000,6248.2,1023.6
South Region,Delaware,1997,732000,4997,785.9
South Region,Arkansas,1997,2523000,4191.8,526.9
South Region,Alabama,1997,4319000,4325.3,564.5
Northeast Region,Vermont,1997,589000,2708.5,119.7
Northeast Region,Rhode Island,1997,987000,3320.9,333.5
Northeast Region,Pennsylvania,1997,12020000,2989.4,442.1
Northeast Region,New York,1997,18137000,3222.4,688.6
Northeast Region,New Jersey,1997,8053000,3564.4,492.6
Northeast Region,New Hampshire,1997,1173000,2526.4,113.2
Northeast Region,Massachusetts,1997,6118000,3031,644.2
Northeast Region,Maine,1997,1242000,3011,120.8
Northeast Region,Connecticut,1997,3270000,3593.4,390.9
Midwest Region,Wisconsin,1997,5170000,3407.1,270.6
Midwest Region,South Dakota,1997,738000,3047.6,197.4
Midwest Region,Ohio,1997,11186000,4074.7,435.4
Midwest Region,North Dakota,1997,641000,2624.2,87.2
Midwest Region,Nebraska,1997,1657000,3845.3,438.4
Midwest Region,Missouri,1997,5402000,4237.1,577.4
Midwest Region,Minnesota,1997,4686000,4076.1,337.8
Midwest Region,Michigan,1997,9774000,4326.9,590
Midwest Region,Kansas,1997,2595000,4722.7,429.7
Midwest Region,Iowa,1997,2852000,3505.8,310
Midwest Region,Indiana,1997,5864000,3951.6,514.6
Midwest Region,Illinois,1997,11896000,4279.7,861.4
West Region,Wyoming,1998,481000,3560.1,247.6
West Region,Washington,1998,5689000,5438.9,428.5
West Region,Utah,1998,2100000,4768.1,279.5
West Region,Oregon,1998,3282000,5226.8,419.8
West Region,New Mexico,1998,1737000,5757.7,961.4
West Region,Nevada,1998,1747000,4636.9,643.6
West Region,Montana,1998,880000,4155,204.2
West Region,Idaho,1998,1229000,3432.5,282.2
West Region,Hawaii,1998,1193000,5086.1,246.9
West Region,Colorado,1998,3971000,4109.5,377.9
West Region,California,1998,32667000,3639.1,703.7
West Region,Arizona,1998,4669000,5997,577.9
West Region,Alaska,1998,614000,4123.1,653.9
South Region,West Virginia,1998,1811000,2298.6,248.6
South Region,Virginia,1998,6791000,3334.7,325.7
South Region,Texas,1998,19760000,4547,564.6
South Region,Tennessee,1998,5431000,4319.4,715
South Region,South Carolina,1998,3836000,4873.8,903.2
South Region,Oklahoma,1998,3347000,4464.5,539.4
South Region,North Carolina,1998,7546000,4742.8,579.4
South Region,Mississippi,1998,2752000,3973.3,410.7
South Region,Maryland,1998,5135000,4569.1,796.6
South Region,Louisiana,1998,4369000,5318.8,779.5
South Region,Kentucky,1998,3936000,2787.6,328
South Region,Georgia,1998,7642000,4890.3,572.7
South Region,Florida,1998,14916000,5947.4,938.7
South Region,Delaware,1998,744000,4600.8,762.4
South Region,Arkansas,1998,2538000,3793.2,490.2
South Region,Alabama,1998,4352000,4085,512.1
Northeast Region,Vermont,1998,591000,3032.8,106.3
Northeast Region,Rhode Island,1998,988000,3205.7,312.1
Northeast Region,Pennsylvania,1998,12001000,2852.4,420.5
Northeast Region,New York,1998,18175000,2950.7,637.8
Northeast Region,New Jersey,1998,8115000,3213.9,440.2
Northeast Region,New Hampshire,1998,1185000,2312.7,107.2
Northeast Region,Massachusetts,1998,6147000,2814.6,621.3
Northeast Region,Maine,1998,1244000,2914.9,125.9
Northeast Region,Connecticut,1998,3274000,3420.2,366.3
Midwest Region,Wisconsin,1998,5224000,3294.1,249
Midwest Region,South Dakota,1998,738000,2469.8,154.3
Midwest Region,Ohio,1998,11209000,3965,362.5
Midwest Region,North Dakota,1998,638000,2591.7,89.3
Midwest Region,Nebraska,1998,1663000,3953.8,451.4
Midwest Region,Missouri,1998,5439000,4270.7,555.7
Midwest Region,Minnesota,1998,4725000,3736.3,310.2
Midwest Region,Michigan,1998,9817000,4062.1,620.8
Midwest Region,Kansas,1998,2629000,4454.7,417.3
Midwest Region,Iowa,1998,2862000,3189.1,311.5
Midwest Region,Indiana,1998,5899000,3738.4,431
Midwest Region,Illinois,1998,12045000,4050.8,807.7
West Region,Wyoming,1999,479602,3225.2,232.5
West Region,Washington,1999,5756361,4878,377.3
West Region,Utah,1999,2129836,4701.3,275.6
West Region,Oregon,1999,3316154,4626.9,374.9
West Region,New Mexico,1999,1739844,5128,834.6
West Region,Nevada,1999,1809253,4083.1,569.9
West Region,Montana,1999,882779,3296.7,236.8
West Region,Idaho,1999,1251700,2905.1,244.9
West Region,Hawaii,1999,1185497,4600.5,234.9
West Region,Colorado,1999,4056133,3722.8,340.5
West Region,California,1999,33145121,3177.8,627.2
West Region,Arizona,1999,4778332,5345,551.1
West Region,Alaska,1999,619500,3728.7,630.8
South Region,West Virginia,1999,1806928,2370,350.7
South Region,Virginia,1999,6872912,3059.3,314.7
South Region,Texas,1999,20044141,4471.4,560.3
South Region,Tennessee,1999,5483535,3999.3,695
South Region,South Carolina,1999,3885736,4477.6,847.2
South Region,Oklahoma,1999,3358044,4175.6,508.2
South Region,North Carolina,1999,7650789,4633.5,542.1
South Region,Mississippi,1999,2768619,3921.1,349.3
South Region,Maryland,1999,5171634,4176.1,743.4
South Region,Louisiana,1999,4372035,5014.1,732.7
South Region,Kentucky,1999,3960825,2645.1,308.3
South Region,Georgia,1999,7788240,4614.4,533.9
South Region,Florida,1999,15111244,5351.5,854
South Region,Delaware,1999,753538,4103.6,734.4
South Region,Arkansas,1999,2551373,3617,425.2
South Region,Alabama,1999,4369862,3922.3,490.2
Northeast Region,Vermont,1999,593740,2704.7,113.9
Northeast Region,Rhode Island,1999,990819,3296,286.6
Northeast Region,Pennsylvania,1999,11994016,2693.2,420.5
Northeast Region,New York,1999,18196601,2690.6,588.8
Northeast Region,New Jersey,1999,8143412,2988.1,411.9
Northeast Region,New Hampshire,1999,1201134,2185.2,96.5
Northeast Region,Massachusetts,1999,6175169,2711.5,551
Northeast Region,Maine,1999,1253040,2762.7,112
Northeast Region,Connecticut,1999,3282031,3043.7,345.6
Midwest Region,Wisconsin,1999,5250446,3050.3,245.8
Midwest Region,South Dakota,1999,733133,2476.9,167.4
Midwest Region,Ohio,1999,11256654,3680.2,316.4
Midwest Region,North Dakota,1999,633666,2327.4,66.9
Midwest Region,Nebraska,1999,1666028,3678,430.2
Midwest Region,Missouri,1999,5468338,4078.2,500.2
Midwest Region,Minnesota,1999,4775508,3323.6,274
Midwest Region,Michigan,1999,9863775,3750,574.9
Midwest Region,Kansas,1999,2654052,4055.8,382.8
Midwest Region,Iowa,1999,2869413,2943.6,280
Midwest Region,Indiana,1999,5942901,3391.4,374.6
Midwest Region,Illinois,1999,12128370,3825.2,689.5
West Region,Wyoming,2000,493782,3031.5,266.5
West Region,Washington,2000,5894121,4736,369.7
West Region,Utah,2000,2233169,4220.3,255.7
West Region,Oregon,2000,3421399,4494.7,350.7
West Region,New Mexico,2000,1819046,4761,757.9
West Region,Nevada,2000,1998257,3744.4,524.2
West Region,Montana,2000,902195,3568.9,311.1
West Region,Idaho,2000,1293953,2933.7,252.5
West Region,Hawaii,2000,1211537,4955.1,243.8
West Region,Colorado,2000,4301261,3648.6,334
West Region,California,2000,33871648,3118.2,621.6
West Region,Arizona,2000,5130632,5297.8,531.7
West Region,Alaska,2000,626932,3682.5,566.9
South Region,West Virginia,2000,1808344,2286.3,316.5
South Region,Virginia,2000,7078515,2746.4,281.7
South Region,Texas,2000,20851820,4410.4,545.1
South Region,Tennessee,2000,5689283,4183,707.2
South Region,South Carolina,2000,4012012,4518.7,828.1
South Region,Oklahoma,2000,3450654,4060.8,497.8
South Region,North Carolina,2000,8049313,4421.8,497.6
South Region,Mississippi,2000,2844658,3643.5,360.9
South Region,Maryland,2000,5296486,4029.5,786.6
South Region,Louisiana,2000,4468976,4741.7,681.1
South Region,Kentucky,2000,4041769,2665.2,294.5
South Region,Georgia,2000,8186453,4246.4,504.7
South Region,Florida,2000,15982378,4882.7,812
South Region,Delaware,2000,783600,3793.6,684.4
South Region,Arkansas,2000,2673400,3670,445.3
South Region,Alabama,2000,4447100,4059.7,486.2
Northeast Region,Vermont,2000,608827,2873.4,113.5
Northeast Region,Rhode Island,2000,1048319,3178.7,297.7
Northeast Region,Pennsylvania,2000,12281054,2575.3,420
Northeast Region,New York,2000,18976457,2545.7,553.9
Northeast Region,New Jersey,2000,8414350,2776.6,383.8
Northeast Region,New Hampshire,2000,1235786,2257.8,175.4
Northeast Region,Massachusetts,2000,6349097,2550,476.1
Northeast Region,Maine,2000,1274923,2510.2,109.6
Northeast Region,Connecticut,2000,3405565,2908,324.7
Midwest Region,Wisconsin,2000,5363675,2972.3,236.8
Midwest Region,South Dakota,2000,754844,2153,166.8
Midwest Region,Ohio,2000,11353140,3707.7,334.1
Midwest Region,North Dakota,2000,642200,2206.6,81.4
Midwest Region,Nebraska,2000,1711263,3767.9,327.6
Midwest Region,Missouri,2000,5595211,4037.7,490
Midwest Region,Minnesota,2000,4919479,3207.6,280.8
Midwest Region,Michigan,2000,9938444,3554.9,555
Midwest Region,Kansas,2000,2688418,4019.4,389.4
Midwest Region,Iowa,2000,2926324,2967.3,266.4
Midwest Region,Indiana,2000,6080485,3402.8,349.1
Midwest Region,Illinois,2000,12419293,3585.4,653.8
West Region,Wyoming,2001,493754,3264.8,257.6
West Region,Washington,2001,5993390,4792.5,354.7
West Region,Utah,2001,2278712,3993.2,233.2
West Region,Oregon,2001,3473441,4736.6,306.6
West Region,New Mexico,2001,1830935,4538.4,780.4
West Region,Nevada,2001,2097722,3693.8,589.2
West Region,Montana,2001,905382,3332.8,352
West Region,Idaho,2001,1320585,2891.2,243.1
West Region,Hawaii,2001,1227024,5120.5,254
West Region,Colorado,2001,4430989,3856.6,349.6
West Region,California,2001,34600463,3278,615.2
West Region,Arizona,2001,5306966,5537.5,540.3
West Region,Alaska,2001,633630,3655.1,589.5
South Region,West Virginia,2001,1800975,2281.3,279.6
South Region,Virginia,2001,7196750,2883.3,291
South Region,Texas,2001,21370983,4570,571.6
South Region,Tennessee,2001,5749398,4400.3,744
South Region,South Carolina,2001,4062125,4580.2,815.2
South Region,Oklahoma,2001,3469577,4083.5,510.9
South Region,North Carolina,2001,8206105,4433,493.1
South Region,Mississippi,2001,2859733,3832.8,349.9
South Region,Maryland,2001,5386079,4075.5,781.4
South Region,Louisiana,2001,4470368,4646,686.3
South Region,Kentucky,2001,4068816,2638.5,258.3
South Region,Georgia,2001,8405677,4138.5,495.7
South Region,Florida,2001,16373330,4779.2,798.3
South Region,Delaware,2001,796599,3439.5,611.1
South Region,Arkansas,2001,2694698,3677.8,452.4
South Region,Alabama,2001,4468912,3876.8,438.2
Northeast Region,Vermont,2001,612978,2664.7,105.1
Northeast Region,Rhode Island,2001,1059659,3373,309.3
Northeast Region,Pennsylvania,2001,12303104,2547.4,409.9
Northeast Region,New York,2001,19084350,2399.9,513.6
Northeast Region,New Jersey,2001,8511116,2826.3,388.8
Northeast Region,New Hampshire,2001,1259359,2151,170.2
Northeast Region,Massachusetts,2001,6401164,2610.1,477.8
Northeast Region,Maine,2001,1284470,2581.1,111.7
Northeast Region,Connecticut,2001,3434602,2774.7,334.6
Midwest Region,Wisconsin,2001,5405947,3087.8,231
Midwest Region,South Dakota,2001,758324,2172.3,154.4
Midwest Region,Ohio,2001,11389785,3820.2,351.4
Midwest Region,North Dakota,2001,636550,2330.4,79.3
Midwest Region,Nebraska,2001,1720039,4009.4,303.1
Midwest Region,Missouri,2001,5637309,4229.2,540.5
Midwest Region,Minnesota,2001,4984535,3311.2,263.7
Midwest Region,Michigan,2001,10006266,3521.3,553.9
Midwest Region,Kansas,2001,2702125,3905.7,403.7
Midwest Region,Iowa,2001,2931967,3023,268.2
Midwest Region,Indiana,2001,6126743,3452.9,371.1
Midwest Region,Illinois,2001,12520227,3471.6,633.1
West Region,Wyoming,2002,498830,3306.5,273.4
West Region,Washington,2002,6067060,4762.9,345.5
West Region,Utah,2002,2318789,4210.9,236.7
West Region,Oregon,2002,3520355,4577.5,292.5
West Region,New Mexico,2002,1852044,4345.3,740.7
West Region,Nevada,2002,2167455,3870.7,639.3
West Region,Montana,2002,910372,3158.2,351.2
West Region,Idaho,2002,1343124,2913.2,254.6
West Region,Hawaii,2002,1240663,5801.4,262.9
West Region,Colorado,2002,4501051,4000.3,352.9
West Region,California,2002,35001986,3361.2,595.4
West Region,Arizona,2002,5441125,5849.8,554.5
West Region,Alaska,2002,641482,3759.7,565.4
South Region,West Virginia,2002,1804884,2277.1,233.9
South Region,Virginia,2002,7287829,2851.1,291.7
South Region,Texas,2002,21736925,4620.1,579.7
South Region,Tennessee,2002,5789796,4307.6,717.8
South Region,South Carolina,2002,4103770,4479,822.7
South Region,Oklahoma,2002,3489700,4244.7,504
South Region,North Carolina,2002,8305820,4258.6,471
South Region,Mississippi,2002,2866733,3822.6,343.9
South Region,Maryland,2002,5450525,3983.2,770.8
South Region,Louisiana,2002,4476192,4442.1,663.3
South Region,Kentucky,2002,4089822,2655.1,271.4
South Region,Georgia,2002,8544005,4056.2,459.6
South Region,Florida,2002,16691701,4656.4,771.2
South Region,Delaware,2002,805945,3346,600
South Region,Arkansas,2002,2706268,3738.4,425
South Region,Alabama,2002,4478896,4027.8,445
Northeast Region,Vermont,2002,616408,2424,106.7
Northeast Region,Rhode Island,2002,1068326,3308.2,285.6
Northeast Region,Pennsylvania,2002,12328827,2440.4,402.1
Northeast Region,New York,2002,19134293,2310.5,496.6
Northeast Region,New Jersey,2002,8575252,2655.5,376.1
Northeast Region,New Hampshire,2002,1274405,2059.8,161.3
Northeast Region,Massachusetts,2002,6421800,2612.2,484.9
Northeast Region,Maine,2002,1294894,2547.3,107.8
Northeast Region,Connecticut,2002,3458587,2701.3,312.5
Midwest Region,Wisconsin,2002,5439692,3028.6,225
Midwest Region,South Dakota,2002,760437,2103,177.5
Midwest Region,Ohio,2002,11408699,3760.1,351.7
Midwest Region,North Dakota,2002,633911,2328.7,78.2
Midwest Region,Nebraska,2002,1727564,3946.5,314.2
Midwest Region,Missouri,2002,5669544,4065.9,539
Midwest Region,Minnesota,2002,5024791,3264.3,267.2
Midwest Region,Michigan,2002,10043221,3336.2,540.7
Midwest Region,Kansas,2002,2711769,3716,377.2
Midwest Region,Iowa,2002,2935840,3163.6,285.7
Midwest Region,Indiana,2002,6156913,3394,357.3
Midwest Region,Illinois,2002,12586447,3420.2,601.9
West Region,Wyoming,2003,502111,3315.6,261.7
West Region,Washington,2003,6131298,4755,346.9
West Region,Utah,2003,2352119,4255.1,250.4
